id,Tweet,Subjectivity,Polarity,Target
1421,"We’re aiming to help improve outcomes for patients with the hardest-to-treat cancers, including PancreaticCancer ",0,0,Neutral
1422,The health of our planet impacts all life. Find out more about how we are following the science to conserve natural… ,0.3,0.25,Positive
1423,Patients like Gil are the reason René and other researchers here at AstraZeneca follow the science each day. They a… ,0.375,-0.125,Negative
1424,"“I joined AstraZeneca for the science” - René van der Merwe, VP, Clinical Respiratory. With multiple close family m… ",0,0,Neutral
1425,PancreaticCancer is the 12th most common cancer worldwide and the need for new therapies is greater than ever ,0.488636364,0.209090909,Positive
1426,"Christe Fraser, Safety Specialist at AstraZeneca spoke to Katarina Ageborg, EVP,  Sustainability about how she view… ",0,0,Neutral
1427,Health is at the heart of our business. We aim to address the global burden of non-communicable diseases and improv… ,0,0,Neutral
1428,We believe our approach to sustainability can have the greatest positive impact on six of the UN Sustainable Develo… ,0.772727273,0.613636364,Positive
1429,Our sustainability approach is built around three pillars that put health at the heart of our work. We lead with he… ,0,0,Neutral
1430,"“It’s like living with the fear that my next asthma attack will be my last.” Researchers like René, VP Clinical Respirat…",0.033333333,0,Neutral
1431,We are only now beginning to see the power of functional genomics to better understand disease.  Working with partners …,0.75,0.25,Positive
1432,"Pascal Soriot, Executive Director and Chief Executive Officer, shares his path forward following this week’s Senate Fina…",0.1,0,Neutral
1433,A unique chance to join the team and shape how we are harnessing AI MachineLearning and advanced analytics in Oncology …,0.8,0.3875,Positive
1434,How do you become a leader in pharma? What culture should you create? What is the view like from the top? 's…,0.5,0.5,Positive
1435,There are two main types of heartfailure: reduced ejection fraction (HFrEF) and preserved ejection fraction (HFpEF… ,0.333333333,0.166666667,Positive
1436,"Entrepreneurial skills – nature or nurture? In our upcoming webinar, Maria Ferguson and Tarquin Bennett-Coles will share th…",0,0,Neutral
1437,Heartfailure is a major cause of death among people with cardiovascular disease. ,0.5,0.0625,Positive
1438,"Heartfailure impacts millions, yet few understand it. We aim to help improve patient outcomes. Learn about it here… ",0.1,-0.2,Negative
1439,"Did you know that we have committed to moving 100% of our vehicle fleet across Europe, North America &amp; Japan to hyb… ",0,0,Neutral
1440,"We are one of the leading companies earning a position on ’s Climate Change A List, which is spearheading corpo… ",0,0,Neutral
1441,We are one of only six companies worldwide to achieve a place on the  A List for both Climate and Water Securit… ,1,0,Neutral
1442," we are delighted to host the third  Cell Bases Screening meeting, and the meeting of the Nordic Chem…",0.35,0.35,Positive
1443,"Today we are proudly present at  (UK). Across three days, over 1700 students from 170 global universit… ",0,0,Neutral
1444,"Today in the context of SwedenIndiaInnovationPartnership that was signed between Sweden and India last year, I can sa…",0.066666667,0,Neutral
1445,7 selected startups showcasing their products for the Unnati Open Innovation Challenge. The startups will be pitching to …,0.5,0,Neutral
1446,"Can a deeply interconnected ecosystem of clinicians, non-profit orgs such as Catapults, Pharma, and collaboratively-min…",0.45,0,Neutral
1447,Jane Osbourn and Tris Vaughn discuss their experiences of working with Greg Winter in this week’s Cambridge Indepen… ,0,0,Neutral
1448,"Last October, the Academy hosted a conference as part of  ongoing 'Breakthrough science and technologies' confer…",0.066666667,0,Neutral
1449,How do you design a trial to study the effects of a new therapeutic modality? Prof Li-Ming Gan explains the approac… ,0.454545455,0.136363636,Positive
1450,"In a recent  research paper with AstraZeneca scientist, Hani Gabra, the use of radiomics to stratif… ",0.25,0,Neutral
1451,"DNA damage response (DDR) helps protect DNA in a healthy body, but defects can lead to cancer developing. By inhibi… ",0.5,0.5,Positive
1452,Up to 20% of men with advanced prostatecancer may develop castration-resistant prostate cancer within 5 years of f… ,0.6,0.4,Positive
1453,BRCA mutations can appear in men and women and can increase risk of prostatecancer and breastcancer. Research ha… ,0,0,Neutral
1454,Testing for the presence and type of BRCA mutation can help assess an increased risk of several cancers including… ,0,0,Neutral
1455,"We’re attending ASCOGU to discuss the latest research in genitourinary cancers, which means we’ll be helping to ex… ",0.9,0.5,Positive
1456,"Earlier today, we announced a very strong financial performance in the final quarter of 2018 incl. (at CER) Product… ",0.613333333,0.140833333,Positive
1457,We have just announced a very strong financial performance in the final quarter of 2018. View our Full-Year and Q4… ,0.651111111,0.187777778,Positive
1458,"This Heart Failure Awareness Week, we’re joining  to help raise awareness of heartfailure and prevention. Check ou…",0.3,-0.316666667,Negative
1459,We believe innovative analytics are the future. They have already taken us to the cusp of remarkable changes in the… ,0.625,0.416666667,Positive
1460,How are we changing the way we design and perform our early clinical trials? By improving the design and the value… ,0.3,0.1,Positive
1461,Today is the international day of women &amp; girls in science. The  Active Science programme combines sport with sci…,0.3,-0.066666667,Negative
1462,"In honor of BlackHistoryMonth, our Wilmington site is illuminated in the colors of the Pan-African flag. We thank the d…",0,0,Neutral
1463,"Helen Tomkinson of  works in clinical pharmacology, one of the fields in which our recent skills report said we mo…",0.25,0,Neutral
1464,"""Basically, making a difference. It's probably my favorite thing about science, it's just raw potential,"" says Hann… ",0.820512821,0.08974359,Positive
1465,". our Head of Oncology R&amp;D says: ""There is a great deal of support to enable women to succeed and I… ",0.75,0.8,Positive
1466,. WomeninScience4SDGs WomenInScience WomenInSTEM ,0,0,Neutral
1467,Today we join WomeninScience4SDGs to recognise that long-standing biases and gender stereotypes are still steering… ,0,0,Neutral
1468,😊 ,0,0,Neutral
1469,"Cambridge (UK) is where our global HQ is, and one of our main Science Centers. We proudly sponsor the Cambridge Sci… ",0.444444444,0.322222222,Positive
1470,"Jonathan  is Principal Scientist, Bioinformatics Oncology R&amp;D at AstraZeneca. Are you passionate about scien… ",0.85,-0.05,Negative
1471,. enjoying this hotly debated motion with thanks to our sponsors  - Prof Fiona Watt encouraging i…,0.55,0.316666667,Positive
1472,Ultan  concludes that the benefits for patients from gene-editing are not just in the future but happenin… ,0.125,0,Neutral
1473,"A barrier to using CRISPR in the clinic has been the potential for editing outside the intended gene. VIVO, a tech… ",0.525,0,Neutral
1474,"CRISPR is one of the greatest advances in science in the 21st century. As part of our R&amp;D effort, we focus on devel… ",0.5,0.5,Positive
1475,"Ultan McDermott , Chief Scientist, Oncology at AstraZeneca, argues that CRISPR/Cas9 gives the ability to t… ",0,0,Neutral
1476,"Tonight, we join  to debate to what extent the genetic modification of human beings will be possible… ",0.1,0,Neutral
1477,Structural analysis of a class of highly selective PI3Kϒ inhibitors reveals binding to an active site of PI3Kϒ …,0.57,0.013333333,Positive
1478,Our scientists have a new publication  in  that announces the discovery of a n… ,0.454545455,0.136363636,Positive
1479,"We’ve joined forces with industry, academic and public sector leaders  to help answer big qu… ",0.055555556,0,Neutral
1480,Our commitment to water security goes beyond our manufacturing processes. At the building site for our future facil… ,0.125,0,Neutral
1481,Exciting senior role at CRUK-AstraZeneca Functional Genomics Centre - a new centre of excellence  for CRIS…,0.627272727,0.218181818,Positive
1482,We’re not tackling environmental challenges alone. Recognised by  for combating climate change in our supply ch… ,0,0,Neutral
1483,"Every year, our rainwater harvesting programme in Wuxi, China saves 6,000 cubic metres of water in a highly water-s… ",0.54,0.16,Positive
1484,We’re proud to have been recognized by  as a corporate leader for water stewardship with a position on their Wa… ,0.5,0.4,Positive
1485,"“I’d like you to take away the very human approach, and the very humble approach, taken by the senior leadership at …",0.325,-0.13,Negative
1486,Young investigators can apply now for the SITC- Immunotherapy in Lung Cancer (Early Stage NSCLC) Clinical Fellow…,0.35,0.1,Positive
1487,"Do you have a paper on cellularTargetEngagement or targetDeconvolution?

 guest editors, Dr Martin Main - of Med…",0.333333333,0.166666667,Positive
1488,Delighted to be involved in 19 of the Centres for Doctoral Training. We know that the best science doesn’t happen i… ,0.5,0.85,Positive
1489,We are tackling unanswered questions to better understand the science of oncology and one day eliminate cancer as… ,0.35,0.2,Positive
1490,"On WorldCancerDay, we are proud to share Dave Fredrickson’s IAmAndIWill commitment. As our Global Head of Oncolog… ",0.5,0.4,Positive
